Well	Mean	StDev	0;2	1;2	2;2	2;1	1;1	0;1	0;0	1;0	2;0	wavelength	mode
A6	1.2630000114440918	0.09279999881982803	1.4341000318527222	1.2644000053405762	1.3668999671936035	1.1912000179290771	1.1577999591827393	1.188099980354309	1.3046000003814697	1.1904000043869019	1.2694000005722046	680	Absorbance
A7	1.1691999435424805	0.09120000153779984	1.3342000246047974	1.1717000007629395	1.2763999700546265	1.0990999937057495	1.0699000358581543	1.0915000438690186	1.2101000547409058	1.095900058746338	1.174299955368042	680	Absorbance
A8	1.0782999992370605	0.09009999781847	1.2364000082015991	1.0733000040054321	1.1887999773025513	1.0099999904632568	0.9819999933242798	0.9986000061035156	1.1239999532699585	1.0053999423980713	1.086300015449524	680	Absorbance
A9	0.9927999973297119	0.09640000015497208	1.1517000198364258	0.986299991607666	1.1289000511169434	0.9308000206947327	0.8866999745368958	0.9074000120162964	1.0261000394821167	0.9104999899864197	1.0073000192642212	680	Absorbance
A10	0.9059000015258789	0.09549999982118607	1.065500020980835	0.8934999704360962	1.037500023841858	0.8450999855995178	0.8039000034332275	0.8179000020027161	0.9517999887466431	0.8282999992370605	0.9093999862670898	680	Absorbance
A11	0.795799970626831	0.0982000008225441	0.9332000017166138	0.7847999930381775	0.9643999934196472	0.7498000264167786	0.6948000192642212	0.6952999830245972	0.8136000037193298	0.713699996471405	0.8126000165939331	680	Absorbance
A12	0.5911999940872192	0.1014999970793724	0.7325999736785889	0.5649999976158142	0.7649000287055969	0.5450000166893005	0.489300012588501	0.4875999987125397	0.6152999997138977	0.5062999725341797	0.6147000193595886	680	Absorbance
B1	1.628100037574768	0.07429999858140945	1.7580000162124634	1.6176999807357788	1.6778000593185425	1.549299955368042	1.5368000268936157	1.5827000141143799	1.708799958229065	1.5884000062942505	1.6338000297546387	680	Absorbance
B2	1.5348999500274658	0.07280000299215317	1.658400058746338	1.5240000486373901	1.6087000370025635	1.475000023841858	1.4420000314712524	1.4778000116348267	1.5966999530792236	1.4875999689102173	1.5440000295639038	680	Absorbance
B3	1.4485000371932983	0.07590000331401825	1.5801000595092773	1.4390000104904175	1.5236999988555908	1.3846999406814575	1.3523999452590942	1.3880000114440918	1.5082000494003296	1.3997000455856323	1.461300015449524	680	Absorbance
B4	1.3806999921798706	0.08009999990463257	1.5148999691009521	1.3727999925613403	1.4660999774932861	1.3150999546051025	1.2753000259399414	1.3164000511169434	1.4312000274658203	1.3253999948501587	1.409000039100647	680	Absorbance
B5	1.2898999452590942	0.08510000258684158	1.4472999572753906	1.281499981880188	1.3747999668121338	1.2217999696731567	1.188099980354309	1.226099967956543	1.3452999591827393	1.2285000085830688	1.295699954032898	680	Absorbance
B6	1.218400001525879	0.08579999953508377	1.3660000562667847	1.2029999494552612	1.312399983406067	1.1513999700546265	1.1138999462127686	1.1495000123977661	1.2730000019073486	1.152899980545044	1.243499994277954	680	Absorbance
B7	1.1323000192642212	0.09130000323057175	1.2831000089645386	1.11489999294281	1.2542999982833862	1.067199945449829	1.0230000019073486	1.059999942779541	1.1750999689102173	1.0607999563217163	1.1519999504089355	680	Absorbance
B8	1.042099952697754	0.09130000323057175	1.186900019645691	1.0298999547958374	1.1693999767303467	0.9789000153541565	0.9388999938964844	0.9545999765396118	1.0770000219345093	0.9715999960899353	1.0720000267028809	680	Absorbance
B9	0.9351000189781189	0.09799999743700027	1.083899974822998	0.9189000129699707	1.0799000263214111	0.8639000058174133	0.8228999972343445	0.8457000255584717	0.9824000000953674	0.8633000254631042	0.954800009727478	680	Absorbance
B10	0.8424999713897705	0.10639999806880951	0.9943000078201294	0.8274000287055969	1.0183000564575195	0.7811999917030334	0.729200005531311	0.7386999726295471	0.8684999942779541	0.7552000284194946	0.8700000047683716	680	Absorbance
B11	0.7351999878883362	0.10130000114440918	0.8726999759674072	0.705299973487854	0.9017999768257141	0.6847000122070312	0.6287999749183655	0.6284000277519226	0.7710999846458435	0.6535999774932861	0.7706999778747559	680	Absorbance
B12	0.5270000100135803	0.11129999905824661	0.6786999702453613	0.490200012922287	0.7174000144004822	0.47859999537467957	0.41620001196861267	0.413100004196167	0.5498999953269958	0.4325999915599823	0.566100001335144	680	Absorbance
C1	1.5710999965667725	0.07370000332593918	1.6921000480651855	1.548200011253357	1.6002999544143677	1.4859999418258667	1.4804999828338623	1.5298999547958374	1.6657999753952026	1.5429999828338623	1.5937999486923218	680	Absorbance
C2	1.4896999597549438	0.07159999758005142	1.6004999876022339	1.469499945640564	1.5432000160217285	1.424299955368042	1.396299958229065	1.4299999475479126	1.5669000148773193	1.4501999616622925	1.5266000032424927	680	Absorbance
C3	1.4536000490188599	0.07519999891519547	1.5740000009536743	1.4300999641418457	1.520900011062622	1.3904000520706177	1.3552000522613525	1.391700029373169	1.5298000574111938	1.4118000268936157	1.4780000448226929	680	Absorbance
C4	1.3911000490188599	0.07509999722242355	1.4966000318527222	1.3645000457763672	1.4510999917984009	1.30840003490448	1.2965999841690063	1.333899974822998	1.4847999811172485	1.361299991607666	1.4229999780654907	680	Absorbance
C5	1.2939000129699707	0.0763000026345253	1.4198999404907227	1.270400047302246	1.363800048828125	1.2271000146865845	1.2008999586105347	1.2299000024795532	1.3631999492645264	1.2462999820709229	1.3241000175476074	680	Absorbance
C6	1.226699948310852	0.0803999975323677	1.340999960899353	1.1878999471664429	1.3014999628067017	1.1412999629974365	1.1230000257492065	1.1682000160217285	1.308500051498413	1.194200038909912	1.2747000455856323	680	Absorbance
